,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
614,Idaho,Nampa School District,Administrator,5/1/2022,Banned in Libraries and Classrooms,"Asher, Jay",Thirteen Reasons Why
615,Idaho,West Ada School District,Formal Challenge,2/1/2022,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
616,Idaho,West Ada School District,Formal Challenge,2/1/2022,Banned in Libraries and Classrooms,"Dawson, Juno",This Book Is Gay
617,Illinois,Community High School District 117,Administrator,12/1/2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir
618,Illinois,Harlem School District 122,Formal Challenge,3/1/2022,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
619,Illinois,Lake Forest Schools,Administrator,12/1/2021,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir
620,Illinois,Lake Forest Schools,Formal Challenge,12/1/2021,Banned in Libraries,"Vaughan, Brian K.","Saga, Volume 1 (Saga Series)"
621,Illinois,ROWVA CUSD 208,Administrator,11/1/2021,Banned in Classrooms,"Thomas, Angie",The Hate U Give
622,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries and Classrooms,"Lukoff, Kyle",Call Me Max (Max and Friends Series)
623,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series)
624,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex"
625,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned Pending Investigation,"Walton, Jessica",Introducing Teddy
626,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries and Classrooms,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
627,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries,"Myracle, Lauren","l8r, g8r"
628,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned Pending Investigation,"Finch, Michelle",Phoenix Goes to School: A Story to Support Transgender and Gender Diverse Children
629,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned Pending Investigation,"Newman, Leslea",Sparkle Boy
630,Indiana,Carmel Clay Schools,Administrator,7/1/2021,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us
631,Indiana,Hamilton Southeastern Schools,Administrator,7/1/2021,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness
632,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Reynolds, Jason",All American Boys
633,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Medina, Meg",Burn Baby Burn
634,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Levithan, David",Every Day (Every Day Series)
635,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"King, A. S.",Everybody Sees the Ants
636,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Benway, Robin",Far from the Tree
637,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Pérez, Ashley Hope",Out of Darkness
638,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Myracle, Lauren",The Infinite Moment of Us
639,Indiana,Middlebury Community Schools,Administrator,12/1/2021,Banned in Libraries,"Rhodes-Courter, Ashley",Three Little Words: A Memoir
640,Iowa,Ankeny Community School District,Formal Challenge,11/1/2021,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
641,Iowa,Ankeny Community School District,Formal Challenge,11/1/2021,Banned in Libraries,"Andrews, Jesse",Me and Earl and the Dying Girl
642,Iowa,Ankeny Community School District,Formal Challenge,11/1/2021,Banned in Libraries,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
643,Iowa,Keokuk Community School District,Formal Challenge,4/1/2022,Banned in Libraries and Classrooms,"Haskins, James",The Scottsboro Boys
644,Iowa,Ottumwa Community School District,Administrator,4/1/2022,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
645,Iowa,Waukee Community School District,Administrator,10/1/2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue
646,Iowa,Waukee Community School District,Administrator,10/1/2021,Banned in Libraries,"Kobabe, Maia",Gender Queer: A Memoir
647,Iowa,Waukee Community School District,Administrator,10/1/2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy
648,Kansas,Derby Public Schools,Formal Challenge,11/1/2021,Banned in Libraries and Classrooms,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
649,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"McNeil, Gretchen",#MurderTrending (MurderTrending Series)
650,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue
651,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift: A Novel
652,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard
653,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Draper, Sharon M.",Blended
654,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series)
655,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Wilson, August",Fences
656,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic
657,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Kobabe, Maia",Gender Queer: A Memoir
658,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Laymon, Kiese",Heavy: An American Memoir
659,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy
660,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin
661,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl
662,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming
663,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness
664,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Roleff, Tamara L.",Satanism (At Issue)
665,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives
666,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
667,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye
668,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Durrow, Heidi W.",The Girl Who Fell from the Sky
669,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale
670,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel
671,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Thomas, Angie",The Hate U Give
672,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Chbosky, Stephen",The Perks of Being a Wallflower
673,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Atwood, Margaret",The Testaments
674,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group
675,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Dawson, Juno",This Book Is Gay
676,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Tamaki, Mariko",This One Summer
677,Kansas,Goddard Public Schools,Administrator,11/1/2021,Banned Pending Investigation,"Bertie, Alex",Trans Mission: My Quest to a Beard
678,Maine,Regional School Unit No. 56,Formal Challenge,6/1/2022,Banned in Libraries and Classrooms,"Kobabe, Maia",Gender Queer: A Memoir
679,Maryland,Wicomico County Public Schools,Administrator,2/1/2022,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue
680,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Rapp, Adam",33 Snowfish
681,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Morrison, Toni",Beloved
682,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Thompson, Craig",Blankets
683,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Koertge, Ron",Boy Girl Boy
684,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series)
685,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Hopkins, Ellen",Crank (Crank Series)
686,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
687,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"McMann, Lisa",Fade (Wake Series)
688,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Hopkins, Ellen",Fallout (Crank Series)
689,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Sparks, Beatrice",Go Ask Alice
690,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Cashore, Kristin",Graceling (Graceling Realm Series)
691,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Hopkins, Ellen",Identical
692,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Hopkins, Ellen",Impulse (Impulse Series)
693,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r"
694,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Scott, Elizabeth",Living Dead Girl
695,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Green, John",Looking for Alaska
696,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Picoult, Jodi",Nineteen Minutes
697,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Rennison, Louise","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)"
698,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Myracle, Lauren",Shine
699,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Vonnegut Jr., Kurt",Slaughterhouse-Five
700,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"McCormick, Patricia",Sold
701,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Anderson, Laurie Halse",Speak
702,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian
703,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Stein, Garth",The Art of Racing in the Rain
704,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Lund, Cameron",The Best Laid Plans
705,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye
706,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Walls, Jeannette",The Glass Castle
707,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale
708,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Cisneros, Sandra",The House on Mango Street
709,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Hosseini, Khaled",The Kite Runner
710,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Levithan, David",The Realm of Possibility
711,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Asher, Jay",Thirteen Reasons Why
712,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Mead, Richelle",Vampire Academy (Vampire Academy Series)
713,Michigan,Gladwin Community Schools,Administrator,5/1/2022,Banned Pending Investigation,"Gruen, Sara",Water for Elephants
714,Michigan,Hudsonville Public Schools,Formal Challenge,1/1/2022,Banned in Classrooms,"Adichie, Chimamanda Ngozi",Half of a Yellow Sun
715,Michigan,Novi Community School District,Formal Challenge,1/1/2022,Banned in Libraries,"Evison, Jonathan",Lawn Boy
716,Michigan,Rochester Community Schools District,Administrator,4/1/2022,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue
717,Michigan,Rochester Community Schools District,Administrator,4/1/2022,Banned Pending Investigation,"Curato, Mike",Flamer
718,Michigan,Rochester Community Schools District,Administrator,4/1/2022,Banned Pending Investigation,"Bechdel, Alison",Fun Home: A Family Tragicomic
719,Michigan,Rochester Community Schools District,Administrator,4/1/2022,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale
720,Michigan,Rochester Community Schools District,Administrator,4/1/2022,Banned Pending Investigation,"Andrews, Jesse",The Haters
721,Minnesota,Wayzata Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy
722,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Reynolds, Jason",All American Boys
723,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Yang, Gene Luen",American Born Chinese
724,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Morrison, Toni",Beloved
725,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Stone, Nic",Dear Martin
726,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Moore, Wes",Discovering Wes Moore
727,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Rowell, Rainbow",Eleanor & Park
728,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter
729,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Jackson, Tiffany D.",Let Me Hear a Rhyme
730,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Ahmed, Samira","Love, Hate & Other Filters"
731,Mississippi,Madison County Schools,Administrator,4/1/2022,Banned in Libraries,"Jackson, Tiffany D.",Monday's Not Coming
